year,country,TotalDeaths,NoInjured,NoAffected,NoHomeless,TotalAffected,AIDContribution000US,ReconstructionCosts000US,ReconstructionCostsAdjusted,InsuredDamages000US,InsuredDamagesAdjusted000,TotalDamages000US,TotalDamagesAdjusted000US,ISO,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
1987,Reunion,10,0,4000,0,4000,0,0,0,0,0,2000,4770,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
1993,Reunion,14,0,0,0,0,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2000,Reunion,2,0,0,600,600,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2002,Reunion,0,300,0,2800,3100,0,0,0,0,0,50000,75322,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
1984,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
1980,Reunion,35,0,7000,0,7000,0,0,0,0,0,67000,220305,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2005,Reunion,0,0,157000,0,157000,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2022,Reunion,0,13,0,0,13,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
1989,Reunion,10,61,6200,0,6261,0,0,0,0,0,50000,109291,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2007,Reunion,2,90,0,0,90,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2014,Reunion,1,15,250,0,265,0,0,0,49000,56086,85000,97292,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2018,Reunion,0,0,200,0,200,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
1991,Reunion,45,0,0,0,0,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
1977,Reunion,0,0,1000,0,1000,0,0,0,0,0,0,0,REU,,,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,638,Sub-Saharan Africa
2002,Romania,19,1,4801,3900,8702,0,0,0,0,0,290,437,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2008,Romania,48,20,11090,0,11110,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2018,Romania,2,0,2700,0,2700,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1991,Romania,108,5,8845,12000,20850,0,0,0,0,0,50000,99481,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2019,Romania,14,7,362,0,369,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1999,Romania,34,25,13161,920,14106,454,0,0,0,0,60000,97603,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1996,Romania,38,200,527,0,727,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2020,Romania,13,7,1161,0,1168,0,0,0,0,0,85000,88993,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2006,Romania,89,207,19581,5000,24788,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2004,Romania,67,13,30528,0,30541,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1995,Romania,116,0,0,5000,5000,0,0,0,0,0,3400,6046,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2015,Romania,57,166,1500,0,1666,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1977,Romania,1641,11300,200000,175000,386300,0,0,0,0,0,2000000,8941665,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2012,Romania,86,239,7300,0,7539,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1986,Romania,17,0,0,0,0,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2021,Romania,1,0,100,0,100,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2000,Romania,29,100,63000,731,63831,536,0,0,0,0,600500,944933,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1989,Romania,190,0,0,0,0,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2016,Romania,3,0,300,0,300,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2010,Romania,90,2,12237,0,12239,123,0,0,0,0,1111428,1381131,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1994,Romania,2,6,0,5400,5406,0,0,0,0,0,3000,5484,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1970,Romania,215,0,238755,0,238755,0,0,0,0,0,500000,3489629,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1997,Romania,51,62,0,122320,122382,410,0,0,0,0,110000,185692,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2009,Romania,35,7,0,0,7,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1998,Romania,111,0,13700,0,13700,2270,0,0,0,0,150000,249346,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2005,Romania,178,514,55769,800,57083,2694,0,0,0,0,1313000,1821804,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1993,Romania,3,0,0,200,200,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2017,Romania,9,137,0,0,137,0,0,0,0,0,7300,8070,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2003,Romania,3,0,0,600,600,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1990,Romania,9,700,0,0,700,0,0,0,23700,49151,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2013,Romania,9,0,5400,0,5400,0,0,0,0,0,11000,12795,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1983,Romania,0,0,0,0,0,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2014,Romania,17,0,525,0,525,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1984,Romania,0,0,2000,0,2000,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2001,Romania,41,105,14800,0,14905,63,0,0,0,0,135000,206594,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
2007,Romania,80,0,4260,0,4260,0,0,0,0,0,0,0,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1975,Romania,60,0,1000000,0,1000000,0,0,0,0,0,50000,251753,ROU,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,642,Northern America and Europe
1993,Russian Federation,513,513,14500,0,15013,0,0,0,0,0,34000,63776,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
1996,Russian Federation,303,166,234900,600,235666,0,0,0,0,0,298400,515507,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2014,Russian Federation,144,2122,22552,0,24674,0,0,0,0,0,8000,9157,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2010,Russian Federation,56100,1161,53475,1200,55836,700,0,0,20000,24853,3666000,4555606,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2021,Russian Federation,113,10,31993,3,32006,0,0,0,0,0,200000,200000,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2004,Russian Federation,408,635,12800,1000,14435,0,0,0,16000,22953,62759,90033,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2016,Russian Federation,293,21,11732,0,11753,0,0,0,0,0,12000,13548,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2022,Russian Federation,56,15,1050,2190,3255,0,0,0,0,0,0,0,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
1997,Russian Federation,287,264,5038,0,5302,0,0,0,0,0,174100,293900,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2003,Russian Federation,176,399,1000600,1800,1002799,0,0,0,0,0,10600,15614,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2017,Russian Federation,88,264,15721,0,15985,0,0,0,0,0,2000,2211,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2006,Russian Federation,432,155,19760,0,19915,0,0,0,0,0,187411,251909,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
1999,Russian Federation,357,363,731874,6440,738677,0,0,0,0,0,114236,185829,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
1992,Russian Federation,280,20,1900,0,1920,0,0,0,0,0,50700,97908,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2007,Russian Federation,294,62,14265,7500,21827,0,0,0,0,0,445752,582541,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
1998,Russian Federation,176,481,254100,36683,291264,2293,0,0,0,0,446500,742220,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2018,Russian Federation,235,88,15737,0,15825,0,0,0,0,0,10000,10791,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
1994,Russian Federation,677,342,798266,5529,804137,1270,0,0,0,0,358000,654459,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
2005,Russian Federation,299,310,9045,0,9355,0,0,0,0,0,1023668,1420353,RUS,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,151,Eastern Europe,,,643,Northern America and Europe
